,beta0,july_min,jan_max,prec,evap,soil,wind
58,0.457847135,0.795276638,0.295290825,-0.769460083,0.794810103,0.57028722,0.375444347
59,2.333862632,3.768015932,1.79787423,-4.456345509,3.108275971,3.015501562,2.79676595
60,11.21167841,10.80543679,3.666664521,-9.106619576,3.450101638,6.125453331,7.369598412
61,0.630679613,0.439966411,0.298663478,-1.253076449,1.337770097,0.644733432,0.23592788
62,8.244566388,10.68686512,4.734452848,-7.390915136,2.946552204,6.248545478,4.766004631
63,6.334574764,7.534140893,3.041272196,-7.137094748,3.220104393,5.039824438,4.338739973
64,2.036204213,2.297608413,1.566415333,-4.026518084,4.178756066,2.747514254,0.59106126
65,-50.84456904,-59.06735326,-17.84512651,42.24965544,-4.526973286,-28.69740334,-37.40433711
66,3.791420614,7.630900936,4.509055853,-9.346679702,10.59355396,5.652764259,0.288507795
67,-0.702708971,5.048513851,0.532631257,0.51297644,-0.689646366,0.31966985,-0.942657276
68,-8.542540898,11.60576626,3.323822967,-1.913425411,1.946066029,2.827191786,-1.407568318
69,-7.14596978,-13.38818711,-0.738788214,2.723364117,6.624371405,-1.359880348,-10.59786941
70,4.032995459,4.589906662,1.157666162,-2.552172651,0.653663355,0.350759354,3.802973189
71,0.9352121,0.658970417,0.25081319,-0.702058229,0.487753592,0.400065171,0.224373611
72,0.827110957,1.248463631,0.515553085,-1.055386249,0.675026714,0.744359852,0.624851005
73,2.902639648,3.665463231,1.400664111,-1.935727607,0.762545335,1.90442606,1.474005181
74,0.617266948,0.853524184,0.369537934,-0.230226858,0.219027258,-0.111765658,-0.110674799
75,27.5570453,4.182771781,-5.082486988,26.77888027,-28.9048437,-20.52150166,-15.21856454
76,4.759262506,-5.919190966,-2.572930832,12.58508844,-10.4092355,-8.176622804,-2.977959683
77,-0.037250008,-2.114306598,-0.137176467,2.570451566,-0.488060228,-2.307300124,-0.634448287
78,2.147523772,0.651754377,-0.392719738,0.546528553,-1.012874018,1.304860383,0.913593803
79,18.22949822,8.224563657,-0.266103248,-8.810730698,1.132268724,12.8577311,11.08315696
80,23.68286674,4.019423551,-4.231268827,-5.670016237,-0.963286963,12.25501197,10.52036664
81,11.74881941,0.947942406,-0.467237637,-0.102109522,-2.585635706,2.576897365,-0.958065664
82,3.323158677,1.539086875,-0.041339792,-0.668490165,-0.33641754,2.763606197,1.764407479
83,4.534790195,2.898104566,0.648779795,-1.10034074,-0.321452856,3.69845438,2.945423195
84,2.829161701,1.678131649,0.252199347,-4.613259978,3.19595301,5.295005969,6.679569952
85,-4.275748039,9.243443213,1.601694534,0.382760732,-0.504484094,1.852755527,-1.749781703
86,-20.14741784,25.18953813,5.931580475,3.915227051,-4.148976615,4.174778843,-5.670749767
87,-27.446898,43.54391134,-2.86383828,-20.96534071,28.20941334,14.04526016,3.635909593
88,-1.331578202,-0.335278243,-1.06341252,1.402294104,5.88190795,-1.188290205,-5.649274675
89,1.307016637,-0.733711035,-2.305474839,3.864943627,-0.991215321,-1.480694533,-2.636046872
90,26.99266542,11.58070971,-0.05809585,-6.226810825,-2.511534909,16.80704308,27.30871942
91,2.57655157,0.407708484,-0.83023567,0.234150295,-0.952476558,-5.043547881,7.861418588
92,0.92218601,0.070739256,0.062071475,-0.110438041,-0.595969024,2.874135698,2.326467092
93,1.592186212,2.140944883,0.771500855,0.745791616,-1.25766148,1.265992383,2.110597716
94,7.306377212,4.900202964,1.877845232,0.541379905,-1.257512124,3.622002095,6.698144845
95,3.171144679,2.57536052,0.896387897,0.288828758,-0.757736972,2.748942616,4.745425751
96,0.865682951,1.125510332,0.193863932,0.777497611,-0.350542245,1.478750942,3.281007946
97,1.118176312,0.54636285,0.291789721,0.054023917,-0.1173209,0.688717313,1.38848935
98,1.87674552,1.498293463,0.669956576,-0.293701566,0.088058074,1.39714271,2.825637111
99,108.6985145,56.21108465,10.06852921,41.81443263,-57.22071482,31.10228045,110.5950004
100,-3.587968948,26.52308651,-9.752224812,3.473164414,-10.7433643,15.80618761,-9.822580959
101,-6.93507447,-11.19811485,16.79617411,-11.25736614,9.501465827,-16.75075593,32.51413995
102,-0.849321235,-0.041744779,1.032933901,-0.558753226,0.424717018,0.3893543,-0.857978862
103,0.898006778,3.084850634,0.95298742,0.156607459,0.808141386,2.189591293,4.774282174
104,6.543130894,1.297368783,0.896820604,-1.185902011,1.073044756,0.690144111,1.081370331
105,0.814590371,0.137205857,-0.072032112,0.024519901,-0.150894914,0.053632541,0.126771987
106,3.932368821,1.198112277,0.58315465,-0.507848594,0.612404042,0.545524175,0.392838563
107,1.922648313,-0.176460016,-0.418357144,0.425331097,-0.520384486,-0.153993994,-0.13467789
108,1.343780984,-0.235677446,-0.057710419,-0.087227756,-0.198831828,-0.140320209,-0.115124215
109,0.915792872,0.295074553,0.103699732,-0.101153761,0.004698672,0.105307168,0.15603925
110,3.56037227,-0.398406722,-0.619861179,0.522620236,-0.413186293,-0.737087192,0.220542699
111,5.083299676,0.781294393,-0.127614093,1.29290172,-1.448454555,-0.435457759,0.36958049
112,0.822728454,0.194135883,0.20673385,0.074395866,-0.072813988,-0.043740715,-0.067203903
113,4.038732444,0.471957171,-0.698640514,3.073540826,-2.036290802,-1.542057606,-0.187928695
114,2.190536667,0.199159479,-0.118066908,1.095183795,-0.668071117,-0.413695124,0.414643586
115,15.71163543,7.696253847,4.722402781,2.894313811,-1.318083754,1.998994155,0.944740394
116,8.878106972,2.489929256,-0.883381724,2.469278654,-0.776065713,1.024200182,0.8422213
117,5.525741633,-1.572997155,-0.793980171,-1.333013914,1.077229178,0.006448743,0.217996302
118,1.916568253,0.982443259,0.222841585,-0.063124652,0.324758995,0.359993409,0.364047401
119,1.713949529,0.246719791,0.049377779,0.684956213,-0.446207236,-0.197811593,0.181181348
120,4.488615098,0.620804856,-0.489350795,-0.924007854,-0.126068089,0.990515776,0.497588554
121,4.871663561,-0.360357452,-0.292265267,1.75239832,-1.056493069,-1.319058118,-0.629715796
122,2.019406716,0.500143692,0.144380934,0.234440543,-0.126145744,0.247172578,0.342797015
123,1.676665808,0.687127789,0.399577359,-0.556285944,0.320314543,0.492643425,0.305937997
124,0.697584098,0.108622099,-0.008179897,0.163873575,-0.105500534,-0.048851398,0.038347966
125,3.011649204,0.564464081,0.077542953,-0.393955247,-0.203146182,0.561859718,0.123046769
126,28.28178797,-118.5907776,-47.02737666,2.786369768,18.47166523,-42.17602801,5.703172496
127,-772.6905571,-779.9766968,-983.4764884,36.03455389,-278.7147986,-1788.490261,-2045.733973
128,1.161131077,-0.440329889,-2.357515873,-0.764989545,0.728964509,-1.284933709,0.738138865
129,4.469038281,-6.943745364,-3.737811977,-1.040559869,2.832361477,-2.3473025,-0.488656682
130,2.656100921,-1.20068425,-0.795513698,-0.739654779,0.181812408,-0.269082752,-1.104324444
131,10.22879801,41.68337035,16.86129568,5.187742739,-17.60964137,10.61469813,-19.42099674
132,3.13692299,-2.425260059,9.683296073,-3.20963566,-1.165158176,-1.318666923,-0.076222312
133,2.390600177,0.937359409,0.336893008,-0.420564072,0.349278214,0.474030289,0.60607046
134,1.99853849,0.227424566,-0.106069496,-0.543370761,0.303293785,0.488919114,0.151717669
135,2.128076642,0.02007677,-0.256879684,0.292956008,-0.26789812,-0.092210617,0.199718337
136,2.722776235,0.298580085,0.175875148,-0.401693519,0.038535134,0.313017415,0.14425977
137,1.424108805,0.061460197,-0.010603745,0.041279144,-0.323214764,0.193423315,-0.036041102
138,4.291135993,0.550904103,0.697743699,-0.559909906,-0.131218226,0.391509646,-0.913199889
139,6.773111074,-0.539640031,-1.141283203,1.614438956,-1.451567118,-1.038624313,0.466545198
140,2.249129933,-0.422432471,3.383609025,1.320749637,4.170393202,-9.949542933,10.35425806
141,-0.294751469,0.476102166,-0.290075182,-0.028834635,0.481865311,-0.569854568,-0.14553395
142,105.1073765,109.1649948,34.78632161,-75.57785367,12.68763614,49.99454452,65.41917117
143,-1.280755728,-1.666482457,-0.188172411,1.040598846,0.787684578,-2.344756668,-0.276306879
144,70.44449514,81.11351304,24.38953518,-49.33811017,5.073838308,32.49607904,46.89814109
145,0.083426987,0.529560414,-0.139800356,0.461141946,-0.284770909,-0.562447449,-0.193805998
146,2.413767706,0.094461758,-0.072777991,0.297484353,-0.433571325,-0.192266865,0.006500641
147,1.129262648,0.061005929,-0.049986443,-0.056557789,0.138774316,-0.005428597,0.132795867
148,2.06180576,0.355307415,0.330913824,-0.524246125,0.19167555,0.215766776,0.115132522
149,20.20283807,-1.53500909,-2.553565597,13.30643613,-11.29983257,-8.810776415,0.807005985
150,7.564009994,3.004133543,1.490492522,7.414779307,-1.344628384,-2.490271065,3.014018426
151,1.88037055,0.444112469,0.399266416,-1.016438822,0.489084398,0.418796366,-0.278670568
152,8.101277376,1.042719011,-2.065461775,-3.743549199,-3.620047817,3.712700592,5.598661169
153,-3.390390238,-1.300465231,5.531717816,8.471864478,8.305338163,-7.563734349,-6.004579369
154,-0.77210252,-1.127068821,-1.2071975,-1.029589501,-0.3527334,1.638833034,-1.069267798
155,0.779279667,0.858573556,2.249814446,0.301135827,-0.554436939,-0.469552935,0.998924206
156,6.258002009,0.478176572,-0.204905814,-0.448751098,-0.012867217,0.133975937,0.424718026
157,2.766012603,-0.014662462,-0.520507583,1.08812668,-0.770932034,-0.624950888,0.02825032
158,14.78090718,2.069728456,-0.911309515,-0.748558388,-1.451776896,1.272354674,2.878407963
159,5.319298365,1.220184527,-5.676137266,3.878713233,-4.894820784,-1.982381396,3.586455793
160,9.266786101,0.804383443,-12.31057734,9.09786939,-9.987881119,-5.452392449,5.493335376
161,0.349173846,0.14838752,-0.062266535,-0.03945098,-0.678180935,0.224408487,-0.14972614
162,5.347585933,-0.750038552,-0.643881311,0.363802985,-0.690738895,-0.097618897,0.614684535
163,0.845500712,0.119558938,0.064205417,0.029704625,-0.124249414,-0.008839125,-0.131354244
164,2.442368554,0.174482281,-0.281068571,0.648059152,-0.836846573,-0.248061752,0.23779648
165,4.888832296,-0.251972322,-0.576924172,0.216876262,-0.887643509,-0.060707086,0.17795299
166,1.097282592,0.012932848,-0.128986082,0.247261747,-0.353138993,-0.104302443,0.012764812
167,1.67469979,0.053224232,-0.065322071,0.349640289,-0.19150023,-0.253405836,0.077288835
168,1.159150344,-0.048411916,-0.098858116,-0.010504804,-0.140717197,-0.014214781,0.005009161
169,4.679381928,0.613576392,0.232132278,0.919583688,-0.584959635,-0.118244089,0.446411696
170,3.422658519,0.305786609,0.158060573,-0.298953762,0.126387489,0.109169458,0.455792404
171,0.791380127,1.162524377,0.653077852,2.334623397,-1.740779302,3.105847707,-0.756045864
172,0.251404797,0.694785279,0.626117119,-0.121428474,0.184788675,1.48442185,-0.157482452
173,0.810588381,8.200855418,5.599857585,-3.315546645,1.879154713,17.6339505,-1.347922233
174,3.77598677,3.35887314,2.56911031,-0.27996682,-0.32572093,6.014485547,-1.56606399
175,3.761502741,18.57178932,11.7134328,-2.688087641,0.673114018,38.091544,-7.618774168
176,-0.779700908,1.098847228,0.297749659,1.318178617,-0.74747032,3.104926089,0.085605761
177,8.905392567,15.57949967,10.34660576,-0.665955477,-3.057885275,29.98391412,-9.229528399
178,1.176566998,1.317867019,1.089583806,4.713258821,-1.460146738,8.272776182,-5.546306542
179,1.775468172,24.38897635,15.20656126,-9.301969849,4.195162858,48.63334669,-5.618491535
180,-0.194949415,0.479495816,0.637545565,0.887864832,-0.260420149,1.515995913,-1.447715086
181,0.436883275,3.400708391,2.064131886,-0.833091013,0.220828208,6.673362122,-1.285723014
182,-9.133965677,25.71925561,19.96026546,-2.131395103,1.530532387,54.64092793,-20.47061844
183,0.301403102,2.123559251,1.253979115,-0.301660113,-0.01311906,4.480085299,-1.563141682
184,-0.189660974,4.079125566,2.596879188,-0.549863737,0.074911835,8.041343636,-2.352929868
185,0.330214713,2.086239572,1.328016618,-0.014103046,-0.150602034,3.838298183,-1.365133274
186,-1.838666462,5.733100749,4.504814437,0.740283667,-1.008657637,12.83782713,-7.135030562
187,1.563098259,3.147358652,1.813702081,0.856402039,-1.117925011,6.27999832,-2.663174361
188,1.209483172,2.743996056,1.443596582,1.566760719,-1.90044876,6.000803981,-4.168125107
189,4.99725029,12.45878669,7.03395282,4.842168935,-5.344547365,24.45389129,-10.95845555
190,1.104065194,5.838543924,4.701628015,4.5118026,-4.001888152,9.61152898,-6.879911433
191,2.116718605,1.114782915,1.660393618,2.116452025,-1.702467134,3.446480186,-3.48660868
192,3.179073044,0.576701597,1.136266126,1.749661452,-2.360305383,1.258687907,-3.597453319
193,0.954784454,3.374406367,2.706673386,0.281608189,-0.860466529,6.072768706,-2.060355131
194,2.748286412,1.729651266,1.184579191,1.884920556,-2.083715468,3.309142006,-2.321683036
195,1.256801377,1.063403796,1.244518312,0.974587832,-1.030302986,2.461351986,-1.851436653
196,0.722673675,4.554940354,3.988857821,0.239932448,-0.615946214,9.542578138,-4.10628658
197,1.530637973,0.59096987,0.692101239,1.348384921,-1.014539211,1.013272764,-0.874415604
198,27.50773949,35.352911,25.67204361,2.61441558,-10.33883786,63.26970959,-16.49260831
199,0.738043573,-0.018307581,-0.547782859,4.84887709,-2.102648644,-1.251427273,0.442674551
200,-8.540841842,-65.5243962,-44.17409449,55.06199956,-32.45594638,-124.1065522,-19.31730748
201,-0.985023454,0.327321953,-0.051971465,1.692110024,-1.150143256,0.665905537,-0.289449617
202,1.27416467,-0.154175325,-0.079907543,0.884647011,-0.814313955,0.014872874,-0.688931402
203,32.47176409,-6.061356488,-0.590070174,26.03953712,-24.49005197,-0.933739903,-26.21774304
204,6.279283109,-3.306531219,4.745881261,4.288754153,-3.050356918,-5.850779107,-4.89760107
205,3.577884234,-1.281305088,0.450854765,1.093736322,0.092844885,3.519119351,-0.470469319
206,1.495629083,-0.790474726,-0.221479177,1.597113194,-1.555135738,-1.185463943,-1.382271074
207,19.15151667,-11.6109953,-4.476322989,19.61202966,-18.27956586,-20.58942759,-18.49215242
208,-4.520813472,-3.056481569,3.315140825,8.597848257,-1.975040468,-3.827157695,2.525420981
209,5.233289043,-1.003386417,0.579624872,1.973215795,-4.243443474,1.397561104,-2.793190931
210,5.419145522,-0.48112631,0.746830481,7.423763286,-5.928923003,2.06320644,-6.00561446
211,-0.006851887,-0.183701949,1.527264184,1.56060626,-1.440015104,2.676981855,-2.378701974
212,1.59060055,0.788982459,0.888570677,2.052947808,-1.832288347,2.513405249,-1.688797262
213,1.960914932,0.807358439,0.625352414,1.516105758,-1.294403654,1.081459271,-1.50152769
214,53.60340195,95.54696469,67.613362,27.30105551,-41.94275341,168.288066,-68.05122146
215,1.810989526,-4.821573056,4.130245785,1.211175633,-3.546775098,3.305289704,0.782974277
216,-0.263577896,-0.946389742,0.087421061,1.411866052,0.095247034,1.030088726,-1.183358122
217,1.068511478,3.154857686,2.082999804,-1.672258841,0.773914782,6.155305915,0.016867959
218,5.522996705,5.399179307,4.990663866,4.033812214,-3.615713895,13.1812943,-11.35962691
219,1.560235311,0.087427155,0.111376705,1.078459306,-1.069704289,0.172146846,-1.201526633
220,5.131416535,11.89211228,6.764421928,1.71221166,-2.2297271,21.988533,-4.179105023
221,1.230616891,2.761853285,1.699389462,1.670885417,-2.051375589,4.861073072,-3.86646215
222,1.577234218,4.432833084,2.565893277,-0.370411758,-0.569556403,6.780496159,-1.767901148
223,1.382917433,0.379658575,-0.027816956,2.599758624,-2.044507637,-1.52797745,-1.789651809
224,0.631725478,1.358044835,0.55914051,1.913350283,-1.540757148,0.466906323,-1.695338068
225,0.332605901,0.765271048,0.19685615,1.133580404,-0.859740808,0.532637341,-0.749986763
226,0.616150783,-0.863982989,-0.698922244,2.304818708,-1.759491541,-3.248474232,-1.410148321
227,0.522800348,-0.53840625,-0.418612795,1.318988591,-0.992866351,-2.039966621,-0.926483506
228,1.462495226,-5.804182242,-3.994378425,6.468353708,-3.994182638,-14.5552755,-2.519278287
229,0.911490372,-1.651335076,-0.845793012,1.718772096,-1.056966246,-4.879150915,-0.955710752
230,0.70040988,-2.607885689,-2.197436319,6.256205845,-4.201239954,-10.62638249,-4.515960748
231,0.582250984,0.140358934,0.001992613,1.109846492,-0.761396832,-1.613277522,-0.737072519
232,0.919874804,-0.269267813,-0.213690152,1.320495352,-0.822394958,-2.507529377,-1.340227413
233,1.124913693,0.964812298,0.411992685,1.72841916,-1.069852205,-1.199807716,-1.513724233
234,1.211400505,-0.902318533,-0.821791408,1.836257316,-1.464602302,-2.928505073,-1.209075205
235,26.55264814,-30.11116291,-21.18208924,43.44668669,-33.85875032,-91.20702724,-20.32143871
236,1.828171544,-1.115066006,0.035472537,-1.298290469,1.840043872,-1.631896097,0.089268475
237,1.584404411,0.114482888,0.173046085,-0.180903042,0.076098525,0.020909488,0.064940573
238,7.535260318,-0.250362512,0.084094325,2.639966141,-2.132326532,-2.09978433,0.100892929
239,2.388204387,0.073386166,0.124894533,0.154471344,0.16899344,-0.491419965,0.132038621
240,2.419853185,-0.27768868,-0.05590653,-0.23262574,0.246339588,-0.178572193,-0.087497893
241,7.367828273,-1.064043679,0.140018744,3.003246063,-1.313108243,-3.029593843,-0.451110797
242,2.265977712,-0.217027854,-0.123447427,-0.353445595,-0.232877464,0.177463157,-0.312686484
243,5.359820169,-1.433577938,-0.680939028,0.592253795,-0.192268866,-1.002115518,-0.519006562
244,47.50635742,-1.266799709,2.805679548,-0.437967533,-0.011417371,-0.123522035,6.527621674
245,-3.654514721,2.149545312,0.460465539,-3.084880327,0.854252118,4.098300207,4.738143535
246,1.761741756,3.838559669,0.990552835,-0.69375207,-2.382062124,0.510879773,-1.006438855
247,4.710256261,-0.491353152,0.346378615,-0.359753768,0.105497067,0.054499886,-0.283334864
248,3.314006525,-0.421965212,0.033035455,0.245836394,-0.511747236,-0.468439392,-0.528621129
249,16.15358717,0.310347835,1.357274155,0.394022224,-1.410243451,-2.336364195,0.092640731
250,0.884125249,0.01153236,0.142078024,0.31320721,0.243507477,-0.471690586,0.010734338
251,46.99620983,4.243233858,5.606010817,-1.847350079,4.758074246,-2.732507169,-0.180870304
252,-0.714888549,-0.409928726,0.484687089,-1.212657606,1.158471766,0.758687803,-0.431674828
253,2.776948909,0.17577503,0.203574687,0.139994114,-0.194538425,-0.087986145,-0.076514144
254,10.59961674,1.140141404,1.77401837,-2.545452256,1.457361915,1.318585205,-0.660739272
255,8.847495969,3.004519015,2.752765957,0.977537915,-2.40949748,0.051658345,-1.252150047
256,10.28679647,0.580167421,1.553985671,-0.332834594,-0.755629,0.39915232,-0.291901848
257,5.539063247,-1.679261516,-0.310253179,2.182179745,-1.500129354,-2.028430563,-0.339675659
258,0.853619886,0.15955017,0.281169133,-0.242778887,0.250864112,0.053399924,0.086279167
259,12.77930128,3.356039504,3.394517277,-4.842951057,2.623740577,3.829788888,2.62275497
260,0.808286082,0.950959784,-0.292433243,0.195927397,-0.208184969,-0.142635409,-0.899540962
261,2.777849386,2.863511278,1.368098456,-0.589072207,0.416629921,0.727809067,-1.45078674
262,0.63611235,0.057154886,-0.113710836,-0.321248652,0.292739067,0.072705763,-0.349276022
263,0.798721927,0.07728996,-0.208164744,-2.543622653,2.497054741,-0.219439976,-0.578925734
264,-14.57659097,5.896774402,2.69035958,-48.5408192,52.05743854,13.34818355,0.829842548
265,-1.35236414,0.573786681,-0.584270406,0.229475457,0.284505295,-0.789127917,-0.72814561
266,-11.11208511,8.073778135,5.370917455,-40.52059638,41.68541262,16.32542867,4.051423294
267,-0.10877748,1.337157693,0.280710063,-1.060528854,1.704900419,-0.1035912,-0.117075381
268,-3.811771602,3.201422437,1.983310061,-14.18592088,14.45027788,5.850770312,0.951416882
269,-0.835657892,1.108655439,0.636631958,-2.515997563,3.331462098,0.174729168,-0.12650535
270,-3.125341288,2.065744185,1.439609228,-11.89633273,12.32089339,4.040570923,0.752260733
271,-0.776221276,0.693454263,0.148252181,-3.227311871,3.69453771,0.350277971,-0.953038644
272,-15.17727147,12.54681006,6.772901708,-68.26191175,70.2373164,20.96506873,2.546809823
273,1.279835335,2.524703764,0.57071952,-0.609588261,-0.177954376,1.434227468,0.140431825
274,-4.004288241,2.284236084,1.400443095,-13.42028759,13.98748567,5.109247259,1.318294616
275,0.30559863,1.808044895,0.618730438,-4.009241719,4.501523895,1.024128103,-2.694258248
276,-7.578385917,4.247637795,2.656918369,-26.57027931,27.57529948,9.085418935,2.029430042
277,-1.569529273,-0.018726829,-0.15134133,-4.074733025,5.86941434,-1.19265381,-1.018741782
278,-0.722101826,0.379595649,0.123089638,-2.999191895,3.2894424,1.088556301,0.09961277
279,-16.69830396,10.37528414,7.356673707,-77.00800139,79.70392149,29.22665966,6.283849486
280,1.154344258,-0.146273973,0.803516567,-1.252832666,1.603973106,1.341010836,0.344343673
281,-56.58231893,24.2942507,18.67255239,-185.9128116,193.4981267,73.33749977,22.44062831
282,2.000307365,-1.382732743,-1.584690251,0.555679846,2.783076796,-1.344043121,0.429198165
283,102.3923146,-66.24510914,-54.63266892,188.2218859,-177.5531375,-153.4676114,-58.95047873
284,-0.361808668,3.195139614,-2.264575731,2.152193212,-1.57140388,-1.851236113,1.438564866
285,8.065993214,-15.99108955,-2.955221314,-27.60751961,33.18563836,-4.561023053,-5.76841509
286,8.342625698,-5.308413841,3.619432434,-8.919953,8.660547092,1.609200854,-4.293188888
287,1.165053357,-5.023491514,-4.50351875,-13.76269505,15.37172241,-0.161232408,-0.759171871
288,0.580176044,0.843559259,0.247576244,-12.18022802,12.25152035,3.030403379,1.013503953
289,-0.078033936,-3.373866469,-1.219494431,-13.15167509,14.24329851,-0.698826363,-2.694848897
290,-0.693786299,-0.714408531,0.049825308,-0.635172076,1.362671238,-0.481273956,-0.063810295
291,1.294755666,-0.272985219,0.367993114,-1.793160822,2.024284306,0.489240139,0.707145924
292,3.385861287,-1.009536401,0.483964912,-2.789841365,3.051695502,0.360440396,0.685898041
293,1.828882732,0.546537943,0.424923207,-1.655808233,1.420472074,0.475891828,0.497197522
294,28.15648697,4.824175975,5.287748628,-14.62672719,9.058797156,2.859780016,9.129719691
295,-0.721002139,-3.295131289,0.917033373,-0.144010154,1.773204483,-0.768945127,-2.986276429
296,2.304921158,0.185406467,0.326146542,-1.054840872,0.791846283,0.271032424,0.045759825
297,0.955317597,-0.169869609,0.149369333,-0.702017663,0.704676381,0.055053169,0.311143336
