OBS,Latitude,Longitude,july_min,jan_max,prec,evap,soil,wind
AGR91111902,-33.984,18.435,11.12,25.9,374.41,0.22,0.34,3.64
AGR91120704,-34.31133333,19.41666667,6.87,29.51,363.87,0.14,0.41,3.67
SHR91092102,-34.20133333,19.156,1.57,36.73,458.79,0.16,0.45,3.73
SHR91092103,-34.2,19.15383333,1.57,36.73,458.79,0.16,0.45,3.73
SHR91092105,-34.1955,19.15166667,1.57,36.73,458.79,0.16,0.45,3.73
SHR91092106,-34.19233333,19.15166667,1.57,36.73,458.79,0.16,0.45,3.73
SHR91092107,-34.18916667,19.15466667,1.57,36.73,458.79,0.16,0.45,3.73
PVR91091201,-34.151,18.3855,11.12,25.9,374.41,0.22,0.34,3.64
PVR91112406,-33.92716667,18.98933333,6.06,33.55,506.25,0.19,0.45,3.49
PVR91112407,-33.93216667,18.99366667,6.06,33.55,506.25,0.19,0.45,3.49
PVR91112408,-33.9125,18.98033333,6.06,33.55,506.25,0.19,0.45,3.49
WIJ91111601,-33.95,19.29166667,1.57,36.73,458.79,0.16,0.45,3.73
AGR91120706,-34.43416667,19.6445,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120707,-34.43333333,19.6475,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120709,-34.43066667,19.6445,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120710,-34.43016667,19.65266667,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120711,-34.42616667,19.65,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120712,-34.427,19.644,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120713,-34.427,19.64233333,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120714,-34.427,19.639,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120715,-34.43016667,19.6355,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120716,-34.427,19.63083333,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120812,-34.431,19.63883333,6.87,29.51,363.87,0.14,0.41,3.67
AGR91120814,-34.37566667,19.139,6.87,29.51,363.87,0.14,0.41,3.67
AGR91121203,-33.55266667,18.41333333,9.37,27.08,337.5,0.15,0.39,3.65
AGR91121204,-33.56216667,18.407,9.37,27.08,337.5,0.15,0.39,3.65
AGR91121205,-33.54316667,18.42416667,9.37,27.08,337.5,0.15,0.39,3.65
AGR91121206,-33.52766667,18.44816667,3.84,37.94,516.8,0.22,0.42,3.4
AGR91121207,-33.518,18.46933333,3.84,37.94,516.8,0.22,0.42,3.4
AGR91121208,-33.518,18.47416667,3.84,37.94,516.8,0.22,0.42,3.4
AGR91121401,-34.3315,19.0315,10.17,24.48,474.61,0.22,0.42,3.61
EGH91121501,-33.68466667,23.486,-0.38,38.85,442.97,0.17,0.41,3.3
EGH91121601,-33.66166667,23.528,-0.38,38.85,442.97,0.17,0.41,3.3
EGH91121901,-33.76666667,23.83216667,8.42,29.69,390.23,0.17,0.44,2.8
AGR91122603,-34.05233333,19.03816667,6.06,33.55,506.25,0.19,0.45,3.49
WIJ91122801,-33.93916667,18.395,11.12,25.9,374.41,0.22,0.34,3.64
AGR91122904,-34.0545,20.464,2.62,36.51,290.04,0.03,0.41,4.58
AGR91122905,-34.04816667,20.465,2.62,36.51,290.04,0.03,0.41,4.58
AGR91122906,-34.04433333,20.458,2.62,36.51,290.04,0.03,0.41,4.58
AGR91122907,-34.046,20.4565,2.62,36.51,290.04,0.03,0.41,4.58
JDA91123001,-32.79166667,18.64666667,2.38,39.8,500.98,0.19,0.41,3.66
AGR91123007,-34.07033333,20.5005,2.62,36.51,290.04,0.03,0.41,4.58
AGR91123010,-34.0505,20.499,2.62,36.51,290.04,0.03,0.41,4.58
PAP92011101,-34.32866667,19.03333333,10.17,24.48,474.61,0.22,0.42,3.61
WIJ92011201,-32.40883333,19.08666667,-0.63,37.38,474.61,0.11,0.48,3.89
AGR92012201,-33.75,18.486,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012301,-33.61483333,18.46783333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012302,-33.622,18.46416667,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012303,-33.627,18.46783333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012304,-33.6225,18.47533333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012305,-33.64233333,18.47433333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012306,-33.64416667,18.47816667,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012307,-33.63966667,18.456,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012308,-33.6405,18.46033333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92012402,-33.991,18.42633333,11.12,25.9,374.41,0.22,0.34,3.64
MAJ92020101,-34.046,19.16083333,1.57,36.73,458.79,0.16,0.45,3.73
MAJ92020201,-33.88016667,19.27466667,1.57,36.73,458.79,0.16,0.45,3.73
MAJ92020202,-33.88116667,19.2795,1.57,36.73,458.79,0.16,0.45,3.73
AGR92020405,-33.89466667,19.162,1.57,36.73,458.79,0.16,0.45,3.73
AGR92020406,-33.94366667,19.16933333,1.57,36.73,458.79,0.16,0.45,3.73
AGR92020407,-34.046,19.164,1.57,36.73,458.79,0.16,0.45,3.73
SHR91110901,-32.84233333,18.734,2.38,39.8,500.98,0.19,0.41,3.66
AGR92021301,-33.61533333,19.1,0.23,36.51,527.34,0.21,0.47,3.48
AGR92021308,-33.61083333,19.107,0.23,36.51,527.34,0.21,0.47,3.48
AGR92021804,-34.38783333,19.26516667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92021812,-34.4,19.24633333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92021907,-34.4005,19.25383333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92021909,-34.414,19.2065,6.87,29.51,363.87,0.14,0.41,3.67
AGR92021911,-34.40816667,19.23383333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022001,-34.3955,19.26616667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022002,-34.39866667,19.26533333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022003,-34.39766667,19.26283333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022005,-34.39283333,19.26983333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022101,-33.913,19.14416667,1.57,36.73,458.79,0.16,0.45,3.73
AGR92022201,-34.40266667,19.322,6.87,29.51,363.87,0.14,0.41,3.67
PAP92022301,-34.33333333,19.01666667,10.17,24.48,474.61,0.22,0.42,3.61
AGR92022401,-34.41433333,19.24133333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022501,-34.40083333,19.27783333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022502,-34.40183333,19.28066667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022503,-34.40316667,19.28333333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022504,-34.40316667,19.28883333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022505,-34.40316667,19.292,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022508,-34.41616667,19.1925,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022509,-34.42166667,19.20266667,6.87,29.51,363.87,0.14,0.41,3.67
ADA92021301,-33.58733333,18.48483333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92022510,-34.42616667,19.199,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022601,-34.387,19.2255,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022605,-34.37116667,19.24316667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022606,-34.3675,19.24266667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022608,-34.35683333,19.2065,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022609,-34.34766667,19.19416667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022610,-34.34316667,19.17816667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022612,-34.34366667,19.15383333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022727,-34.39583333,19.28833333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022729,-34.39466667,19.28383333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022730,-34.39583333,19.28066667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92022731,-34.39733333,19.27683333,6.87,29.51,363.87,0.14,0.41,3.67
AGR92030701,-33.7415,18.94733333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92030702,-33.73783333,18.93333333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92030703,-33.7475,18.93083333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92030704,-33.7505,18.935,6.06,33.55,506.25,0.19,0.45,3.49
AGR92030705,-33.75366667,18.93816667,6.06,33.55,506.25,0.19,0.45,3.49
AGR92030706,-33.75633333,18.9365,6.06,33.55,506.25,0.19,0.45,3.49
AGR92030707,-33.75533333,18.9365,6.06,33.55,506.25,0.19,0.45,3.49
AGR92030708,-33.75816667,18.935,6.06,33.55,506.25,0.19,0.45,3.49
AGR92030709,-33.75133333,18.92633333,6.06,33.55,506.25,0.19,0.45,3.49
CBE92031101,-34.09183333,18.45266667,6.06,33.55,506.25,0.19,0.45,3.49
AGR92031201,-34.07633333,19.0625,1.57,36.73,458.79,0.16,0.45,3.73
AGR92031202,-34.07833333,19.0645,1.57,36.73,458.79,0.16,0.45,3.73
AGR92031203,-34.08166667,19.06616667,1.57,36.73,458.79,0.16,0.45,3.73
AGR92031204,-34.08566667,19.068,1.57,36.73,458.79,0.16,0.45,3.73
AGR92031205,-34.07566667,19.0695,1.57,36.73,458.79,0.16,0.45,3.73
AGR92031207,-33.69766667,19.07533333,0.23,36.51,527.34,0.21,0.47,3.48
AGR92031208,-33.71616667,19.0705,0.23,36.51,527.34,0.21,0.47,3.48
AGR92032504,-34.61716667,19.94816667,5.49,30.49,374.41,0.13,0.4,4.09
AGR92032604,-34.6675,19.77866667,5.49,30.49,374.41,0.13,0.4,4.09
CBE92032602,-34.682,19.90833333,5.49,30.49,374.41,0.13,0.4,4.09
MAJ92031601,-34.09466667,19.06016667,6.06,33.55,506.25,0.19,0.45,3.49
MAJ92032001,-34.08166667,19.06,6.06,33.55,506.25,0.19,0.45,3.49
MAJ92032002,-34.08283333,19.0645,1.57,36.73,458.79,0.16,0.45,3.73
PVR92032901,-33.74516667,19.08133333,0.23,36.51,527.34,0.21,0.47,3.48
AKS92040101,-33.95616667,18.41616667,11.12,25.9,374.41,0.22,0.34,3.64
CBE92040402,-33.43383333,19.39616667,0.23,36.51,527.34,0.21,0.47,3.48
CBE92040404,-33.4455,19.3805,0.23,36.51,527.34,0.21,0.47,3.48
CBE92040405,-33.44366667,19.36666667,0.23,36.51,527.34,0.21,0.47,3.48
CBE92040406,-33.43783333,19.3645,0.23,36.51,527.34,0.21,0.47,3.48
AGR92040502,-33.99366667,18.97533333,6.06,33.55,506.25,0.19,0.45,3.49
AGR92040503,-33.99416667,18.97683333,6.06,33.55,506.25,0.19,0.45,3.49
AGR92040701,-33.97883333,19.28166667,1.57,36.73,458.79,0.16,0.45,3.73
AGR92041201,-34.01033333,18.40866667,11.12,25.9,374.41,0.22,0.34,3.64
CBE92041207,-34.08066667,18.41016667,11.12,25.9,374.41,0.22,0.34,3.64
PVR92041601,-34.0765,19.06366667,1.57,36.73,458.79,0.16,0.45,3.73
PVR92041602,-34.081,19.06666667,1.57,36.73,458.79,0.16,0.45,3.73
PVR92041603,-34.09816667,19.0685,1.57,36.73,458.79,0.16,0.45,3.73
PVR92041605,-34.10516667,19.097,1.57,36.73,458.79,0.16,0.45,3.73
PVR92041606,-34.11816667,19.12866667,1.57,36.73,458.79,0.16,0.45,3.73
PVR92041607,-34.1135,19.13416667,1.57,36.73,458.79,0.16,0.45,3.73
MAJ92042001,-34.01133333,19.3455,1.57,36.73,458.79,0.16,0.45,3.73
WIJ91100901,-33.35166667,22.175,0.71,40,390.23,0.05,0.45,3.94
WIJ91100903,-33.31333333,22.21666667,0.52,38.33,406.05,0.07,0.43,3.51
WIJ91101001,-33.31166667,22.21666667,0.52,38.33,406.05,0.07,0.43,3.51
WIJ91101002,-33.325,22.15833333,0.71,40,390.23,0.05,0.45,3.94
WIJ91101101,-33.34,22.08333333,0.71,40,390.23,0.05,0.45,3.94
WIJ91101102,-33.34833333,22.03833333,0.71,40,390.23,0.05,0.45,3.94
WIJ91101201,-33.34,22.11333333,0.71,40,390.23,0.05,0.45,3.94
WIJ91101301,-33.34166667,22.15,0.71,40,390.23,0.05,0.45,3.94
MAJ92031701,-34.207,19.20266667,1.57,36.73,458.79,0.16,0.45,3.73
CBE92042101,-33.78483333,20.099,1.82,38.84,427.15,0.1,0.43,4.03
SHR92042505,-34.10633333,18.407,11.12,25.9,374.41,0.22,0.34,3.64
AGR92042503,-34.146,18.42833333,11.12,25.9,374.41,0.22,0.34,3.64
CBE92042602,-33.69016667,19.872,-1.1,36.98,622.27,0.15,0.55,3.74
CBE92042604,-33.6095,19.83916667,-1.1,36.98,622.27,0.15,0.55,3.74
CBE92042605,-33.60533333,19.858,-1.1,36.98,622.27,0.15,0.55,3.74
CBE92042606,-33.259,19.59416667,0.23,36.51,527.34,0.21,0.47,3.48
CBE92042607,-33.26083333,19.52683333,0.23,36.51,527.34,0.21,0.47,3.48
MEM92042805,-33.6045,18.57633333,3.84,37.94,516.8,0.22,0.42,3.4
CBE92043001,-34.0905,18.45383333,6.06,33.55,506.25,0.19,0.45,3.49
CBE92050302,-34.323,18.836,10.17,24.48,474.61,0.22,0.42,3.61
CBE92050303,-34.28833333,18.82583333,10.17,24.48,474.61,0.22,0.42,3.61
CBE92050304,-34.27566667,18.83233333,10.17,24.48,474.61,0.22,0.42,3.61
CBE92050305,-34.27633333,18.83233333,10.17,24.48,474.61,0.22,0.42,3.61
CBE92050306,-34.20766667,18.83233333,6.06,33.55,506.25,0.19,0.45,3.49
CBE92050307,-34.18866667,18.82316667,6.06,33.55,506.25,0.19,0.45,3.49
CBE92050308,-34.187,18.8275,6.06,33.55,506.25,0.19,0.45,3.49
CBE92050309,-34.18866667,18.8275,6.06,33.55,506.25,0.19,0.45,3.49
CBE92050310,-34.19133333,18.83016667,6.06,33.55,506.25,0.19,0.45,3.49
APE92050902,-34.23116667,18.40266667,11.12,25.9,374.41,0.22,0.34,3.64
APE92050903,-34.22933333,18.40266667,11.12,25.9,374.41,0.22,0.34,3.64
APE92050904,-34.2275,18.40383333,11.12,25.9,374.41,0.22,0.34,3.64
APE92050905,-34.2265,18.40583333,11.12,25.9,374.41,0.22,0.34,3.64
APE92050906,-34.2235,18.40583333,11.12,25.9,374.41,0.22,0.34,3.64
APE92050907,-34.22133333,18.401,11.12,25.9,374.41,0.22,0.34,3.64
APE92050908,-34.2175,18.39883333,11.12,25.9,374.41,0.22,0.34,3.64
WIJ92031401,-34.14,18.94166667,6.06,33.55,506.25,0.19,0.45,3.49
AKS92042503,-33.08333333,19.096,-1.39,35.69,564.26,0.2,0.49,3.73
NAH92050303,-34.3185,19.40483333,6.87,29.51,363.87,0.14,0.41,3.67
PAP92050701,-34.33183333,19.01983333,10.17,24.48,474.61,0.22,0.42,3.61
PAP92050702,-34.33183333,19.02083333,10.17,24.48,474.61,0.22,0.42,3.61
MAJ92050901,-33.71666667,21.8825,0.71,40,390.23,0.05,0.45,3.94
AGR92051501,-33.35066667,19.165,0.23,36.51,527.34,0.21,0.47,3.48
APE92051618,-33.5185,19.11833333,0.23,36.51,527.34,0.21,0.47,3.48
APE92051619,-33.52183333,19.122,0.23,36.51,527.34,0.21,0.47,3.48
APE92051620,-33.52516667,19.128,0.23,36.51,527.34,0.21,0.47,3.48
APE92051622,-33.52433333,19.13733333,0.23,36.51,527.34,0.21,0.47,3.48
APE92051623,-33.5235,19.13983333,0.23,36.51,527.34,0.21,0.47,3.48
AGR92051601,-33.54466667,19.16466667,0.23,36.51,527.34,0.21,0.47,3.48
MAJ92051601,-34.31333333,19.222,6.87,29.51,363.87,0.14,0.41,3.67
AGR92051702,-33.38916667,19.286,0.23,36.51,527.34,0.21,0.47,3.48
NAH92052301,-34.25266667,19.19,6.87,29.51,363.87,0.14,0.41,3.67
NAH92052401,-33.91216667,19.15483333,1.57,36.73,458.79,0.16,0.45,3.73
NAH92052402,-33.90983333,19.14883333,1.57,36.73,458.79,0.16,0.45,3.73
WIJ92040401,-33.15833333,19.16666667,-1.39,35.69,564.26,0.2,0.49,3.73
WIJ92040403,-33.14,19.16666667,-1.39,35.69,564.26,0.2,0.49,3.73
WIJ92040501,-33.13833333,19.16166667,-1.39,35.69,564.26,0.2,0.49,3.73
WIJ92041102,-33.775,19.07666667,1.57,36.73,458.79,0.16,0.45,3.73
WIJ92041103,-33.77333333,19.08666667,1.57,36.73,458.79,0.16,0.45,3.73
WIJ92050206,-33.87,22.28833333,7.26,30.83,348.05,0.08,0.43,2.07
WIJ92050207,-33.875,22.29666667,7.26,30.83,348.05,0.08,0.43,2.07
WIJ92051501,-33.92166667,20.52,2.62,36.51,290.04,0.03,0.41,4.58
WIJ92051701,-33.94666667,20.54666667,2.62,36.51,290.04,0.03,0.41,4.58
WIJ92053003,-34.15833333,18.905,6.06,33.55,506.25,0.19,0.45,3.49
APE92052803,-33.42566667,21.00583333,0.3,39.56,374.41,0.05,0.41,4.09
APE92052804,-33.428,21.01133333,0.3,39.56,374.41,0.05,0.41,4.09
APE92052805,-33.428,21.01916667,0.3,39.56,374.41,0.05,0.41,4.09
APE92052807,-33.42966667,21.029,0.3,39.56,374.41,0.05,0.41,4.09
APE92052901,-33.42966667,21.03716667,0.3,39.56,374.41,0.05,0.41,4.09
APE92052902,-33.43283333,21.04616667,0.3,39.56,374.41,0.05,0.41,4.09
APE92052904,-33.43333333,21.07466667,0.3,39.56,374.41,0.05,0.41,4.09
APE92060604,-34.35366667,18.83116667,10.17,24.48,474.61,0.22,0.42,3.61
APE92060605,-34.35433333,18.83333333,10.17,24.48,474.61,0.22,0.42,3.61
APE92060606,-34.35083333,18.83166667,10.17,24.48,474.61,0.22,0.42,3.61
APE92060702,-34.33383333,18.8255,10.17,24.48,474.61,0.22,0.42,3.61
APE92060704,-34.32966667,18.828,10.17,24.48,474.61,0.22,0.42,3.61
APE92060705,-34.32933333,18.8295,10.17,24.48,474.61,0.22,0.42,3.61
APE92060710,-34.322,18.828,10.17,24.48,474.61,0.22,0.42,3.61
APE92060711,-34.32383333,18.8205,10.17,24.48,474.61,0.22,0.42,3.61
NAH92060601,-33.01666667,19.24416667,-1.39,35.69,564.26,0.2,0.49,3.73
NAH92060602,-33.0175,19.2285,-1.39,35.69,564.26,0.2,0.49,3.73
NAH92060701,-32.7895,19.244,-1.39,35.69,564.26,0.2,0.49,3.73
NAH92060704,-32.65966667,19.244,-0.63,37.38,474.61,0.11,0.48,3.89
NAH92060709,-32.6465,19.16666667,-0.63,37.38,474.61,0.11,0.48,3.89
NAH92061304,-33.19633333,19.05633333,2.38,39.8,500.98,0.19,0.41,3.66
NAH92061305,-33.19816667,19.05966667,2.38,39.8,500.98,0.19,0.41,3.66
NAH92061307,-33.21116667,19.0725,-1.39,35.69,564.26,0.2,0.49,3.73
NAH92061308,-33.21383333,19.07566667,-1.39,35.69,564.26,0.2,0.49,3.73
NAH92061404,-34.227,18.43766667,6.06,33.55,506.25,0.19,0.45,3.49
APE92061303,-33.0595,19.63433333,-1.39,35.69,564.26,0.2,0.49,3.73
APE92061308,-33.05083333,19.64083333,-1.39,35.69,564.26,0.2,0.49,3.73
APE92061309,-33.04816667,19.63816667,-1.39,35.69,564.26,0.2,0.49,3.73
APE92061310,-33.046,19.6375,-1.39,35.69,564.26,0.2,0.49,3.73
APE92061311,-33.03966667,19.63116667,-1.39,35.69,564.26,0.2,0.49,3.73
APE92061407,-33.04633333,19.6075,-1.39,35.69,564.26,0.2,0.49,3.73
APE92061408,-33.04916667,19.61133333,-1.39,35.69,564.26,0.2,0.49,3.73
AGR92071202,-33.84233333,18.8935,6.06,33.55,506.25,0.19,0.45,3.49
AGR92071203,-33.8505,18.89833333,6.06,33.55,506.25,0.19,0.45,3.49
AGR92071204,-33.8545,18.89616667,6.06,33.55,506.25,0.19,0.45,3.49
AGR92071205,-33.8495,18.89083333,6.06,33.55,506.25,0.19,0.45,3.49
AGR92072201,-33.4995,18.47683333,3.84,37.94,516.8,0.22,0.42,3.4
AGR92072205,-33.532,18.5075,3.84,37.94,516.8,0.22,0.42,3.4
AKS92061201,-34.39633333,19.26883333,6.87,29.51,363.87,0.14,0.41,3.67
AKS92061202,-34.39383333,19.27233333,6.87,29.51,363.87,0.14,0.41,3.67
AKS92061203,-34.39683333,19.27516667,6.87,29.51,363.87,0.14,0.41,3.67
AKS92061204,-34.404,19.28483333,6.87,29.51,363.87,0.14,0.41,3.67
GYC92070501,-33.8825,19.16183333,1.57,36.73,458.79,0.16,0.45,3.73
GYC92070502,-33.88566667,19.16016667,1.57,36.73,458.79,0.16,0.45,3.73
GYC92070503,-33.88783333,19.15866667,1.57,36.73,458.79,0.16,0.45,3.73
GYC92070504,-33.89233333,19.15966667,1.57,36.73,458.79,0.16,0.45,3.73
GYC92070505,-33.93733333,19.16183333,1.57,36.73,458.79,0.16,0.45,3.73
PAP92071701,-34.33183333,19.00583333,10.17,24.48,474.61,0.22,0.42,3.61
PJB92061301,-34.36666667,19.49166667,6.87,29.51,363.87,0.14,0.41,3.67
AGR92080403,-34.37933333,20.535,8.98,29.13,237.3,0.02,0.37,4.33
AGR92080404,-34.38966667,20.54366667,8.98,29.13,237.3,0.02,0.37,4.33
AGR92080405,-34.39733333,20.549,8.98,29.13,237.3,0.02,0.37,4.33
AGR92080406,-34.39983333,20.55616667,8.98,29.13,237.3,0.02,0.37,4.33
AGR92080407,-34.40533333,20.56633333,8.98,29.13,237.3,0.02,0.37,4.33
AGR92080413,-34.37516667,20.53166667,8.98,29.13,237.3,0.02,0.37,4.33
APE92071606,-33.83016667,19.042,6.06,33.55,506.25,0.19,0.45,3.49
APE92071608,-33.83016667,19.0365,6.06,33.55,506.25,0.19,0.45,3.49
APE92071609,-33.82566667,19.03916667,6.06,33.55,506.25,0.19,0.45,3.49
APE92071613,-33.828,19.0645,1.57,36.73,458.79,0.16,0.45,3.73
APE92080120,-34.43966667,20.46833333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080122,-34.44916667,20.48366667,8.98,29.13,237.3,0.02,0.37,4.33
WIJ92072602,-33.522,19.13,0.23,36.51,527.34,0.21,0.47,3.48
APE92080202,-34.3725,20.53983333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080203,-34.37033333,20.54283333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080210,-34.375,20.56316667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080216,-34.37633333,20.5465,8.98,29.13,237.3,0.02,0.37,4.33
APE92080219,-34.37933333,20.54533333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080221,-34.37633333,20.53833333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080305,-34.35533333,20.58866667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080306,-34.35583333,20.59016667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080308,-34.3595,20.58666667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080309,-34.3585,20.58333333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080310,-34.36083333,20.5825,8.98,29.13,237.3,0.02,0.37,4.33
APE92080311,-34.3635,20.57916667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080312,-34.36583333,20.57916667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080313,-34.36933333,20.63933333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080314,-34.38066667,20.66783333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080315,-34.38333333,20.66766667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080316,-34.38516667,20.66983333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080318,-34.38333333,20.66983333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080319,-34.37833333,20.66966667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080320,-34.39183333,20.67033333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080321,-34.38833333,20.68083333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080322,-34.40816667,20.76766667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080323,-34.41033333,20.76666667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080324,-34.41933333,20.85166667,8.98,29.13,237.3,0.02,0.37,4.33
APE92080326,-34.41983333,20.79583333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080327,-34.42566667,20.777,8.98,29.13,237.3,0.02,0.37,4.33
APE92080328,-34.41983333,20.77983333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080329,-34.4185,20.7815,8.98,29.13,237.3,0.02,0.37,4.33
APE92080330,-34.41666667,20.78183333,8.98,29.13,237.3,0.02,0.37,4.33
APE92080331,-34.41616667,20.78033333,8.98,29.13,237.3,0.02,0.37,4.33
NAH92062902,-33.407,22.772,0.52,38.33,406.05,0.07,0.43,3.51
NAH92062903,-33.40233333,22.75266667,0.52,38.33,406.05,0.07,0.43,3.51
NAH92071501,-33.59016667,24.25066667,0.54,42.04,453.52,0.14,0.44,3.92
